"filename", "language", "vue", "JavaScript", "JSON with Comments", "Markdown", "JSON", "Ignore", "MS SQL", "Python", "HTML", "CSS", "pip requirements", "comment", "blank", "total"
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\api\confidentialityLedger.js", "JavaScript", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 37
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\api\contacts.js", "JavaScript", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 21
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\api\dbManager.js", "JavaScript", 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10, 73
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\api\departmentPolicy.js", "JavaScript", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 9, 54
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\api\email.js", "JavaScript", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 42
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\api\feedback.js", "JavaScript", 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 6, 108
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\api\fileNumbering.js", "JavaScript", 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 24, 131
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\api\healthMonitor.js", "JavaScript", 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 17, 81
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\api\inboxEmail.js", "JavaScript", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 11, 73
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\api\infoFeed.js", "JavaScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 26
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\api\lowValueReimbursement.js", "JavaScript", 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 133
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\api\mashangban.js", "JavaScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 20
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\api\massageChair.js", "JavaScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 20
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\api\performance.js", "JavaScript", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\api\personnelVisualization.js", "JavaScript", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\api\print3d.js", "JavaScript", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\api\rotorBladeBalance.js", "JavaScript", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 28
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\api\seal.js", "JavaScript", 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 11, 65
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\api\shift.js", "JavaScript", 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19, 76
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\api\sso.js", "JavaScript", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 5, 57
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\api\techProblem.js", "JavaScript", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 10, 44
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\assets\design-tokens.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 103, 0, 22, 31, 156
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\assets\global.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 432, 0, 26, 85, 543
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\components\AttendanceExceptionApplyModal.vue", "vue", 427, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 467
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\components\AttendanceTable.vue", "vue", 296, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 333
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\components\DateTimePicker.vue", "vue", 269, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 304
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\components\LeaveApplyModal.vue", "vue", 374, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 393
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\components\LocationPicker.vue", "vue", 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12, 146
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\components\OvertimeRegisterModal.vue", "vue", 458, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 488
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\components\PerformanceHistoryPanel.vue", "vue", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 35
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\components\QuarterlyPerformanceEntry.vue", "vue", 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 48
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\components\RecentTextInput.vue", "vue", 180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 194
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\components\SearchableSelect.vue", "vue", 250, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 284
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\components\StatCard.vue", "vue", 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 140
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\components\SuggestionPanel.vue", "vue", 155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 181
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\components\TimePicker.vue", "vue", 221, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 252
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\components\ai\AiAssistantChat.vue", "vue", 683, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 40, 734
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\components\ai\AiAssistantFab.vue", "vue", 183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 195
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\components\attendance\HolidayDutySection.vue", "vue", 481, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 538
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\components\charts\AppBarChart.vue", "vue", 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 52
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\components\inbox\InboxEmailConfigBody.vue", "vue", 167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 171
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\composables\useAiChat.js", "JavaScript", 0, 250, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 28, 289
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\composables\useWorkplaceTodos.js", "JavaScript", 0, 903, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 43, 954
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\main.js", "JavaScript", 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 52
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\mini3d\components\FlyLine.js", "JavaScript", 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 6, 71
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\mini3d\components\Grid.js", "JavaScript", 0, 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 149
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\mini3d\components\Label3d.js", "JavaScript", 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 2, 116
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\mini3d\components\Particles.js", "JavaScript", 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 4, 132
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\mini3d\components\PathLine.js", "JavaScript", 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 68
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\mini3d\components\Plane.js", "JavaScript", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 41
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\mini3d\components\ToastLoading.js", "JavaScript", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 36
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\mini3d\components\index.js", "JavaScript", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\mini3d\core\Camera.js", "JavaScript", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 34
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\mini3d\core\Renderer.js", "JavaScript", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 40
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\mini3d\core\index.js", "JavaScript", 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 74
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\mini3d\index.js", "JavaScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\mini3d\plugins\debug\index.js", "JavaScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\mini3d\plugins\index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 3
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\mini3d\shader\DiffuseShader.js", "JavaScript", 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 107
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\mini3d\shader\GradientShader.js", "JavaScript", 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 82
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\mini3d\shader\index.js", "JavaScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\mini3d\utils\CreateHistory.js", "JavaScript", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 39
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\mini3d\utils\EventEmitter.js", "JavaScript", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 44
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\mini3d\utils\GC.js", "JavaScript", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 38
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\mini3d\utils\Resource.js", "JavaScript", 0, 138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 19, 160
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\mini3d\utils\Sizes.js", "JavaScript", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 31
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\mini3d\utils\Time.js", "JavaScript", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 37
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\mini3d\utils\index.js", "JavaScript", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\mini3d\utils\utils.js", "JavaScript", 0, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 6, 160
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\router\index.js", "JavaScript", 0, 759, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 9, 796
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\utils\attendanceTimeMark.js", "JavaScript", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 18
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\utils\chartConfig.js", "JavaScript", 0, 319, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 7, 336
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\utils\employeeMobile.js", "JavaScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 20
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\utils\formatHxp.js", "JavaScript", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 10
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\utils\infoFeedDisplay.js", "JavaScript", 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 67
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\utils\leaveDuration.js", "JavaScript", 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 12, 127
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\utils\overtimeExchangeTickets.js", "JavaScript", 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 46
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\utils\overtimeLeaderRules.js", "JavaScript", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 51
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\utils\overtimeShiftValidation.js", "JavaScript", 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 112
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\utils\recordTableHelpers.js", "JavaScript", 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 6, 60
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\utils\renderMarkdown.js", "JavaScript", 0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 17, 143
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\utils\request.js", "JavaScript", 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 13, 76
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\utils\roleMatch.js", "JavaScript", 0, 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 21, 149
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\AdminEmployeeStatus.vue", "vue", 1013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 85, 1102
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\AiAssistant.vue", "vue", 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 101
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\Attendance.vue", "vue", 1570, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 179, 1766
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\ConfidentialityLedger.vue", "vue", 485, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 542
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\Contacts.vue", "vue", 431, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 466
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\EmployeeProfile.vue", "vue", 350, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 364
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\EmployeeStructureDashboardEmbed.vue", "vue", 137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 156
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\Home.vue", "vue", 5620, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 499, 6134
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\InfoFeed.vue", "vue", 624, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 648
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\LeaderDashboard.vue", "vue", 2329, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 194, 2532
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\LeaderOvertimeStats.vue", "vue", 713, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 739
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\Login.vue", "vue", 1007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 124, 1137
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\LowValueReimbursement.vue", "vue", 2616, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 91, 2712
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\OA_system.code-workspace", "JSON with Comments", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\OvertimePay.vue", "vue", 659, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 681
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\Performance.vue", "vue", 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 82
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\PersonalInboxEmails.vue", "vue", 284, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 300
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\PersonnelArchiveEmbed.vue", "vue", 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 132
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\ReportsHub.vue", "vue", 1361, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 1468
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\RotorBladeBalance.vue", "vue", 1462, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 166, 1628
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\Statistics.vue", "vue", 2103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 221, 2340
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\UploadAttendance.vue", "vue", 743, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 95, 843
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\action-items\ActionItemCenter.vue", "vue", 858, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 874
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\action-items\ActionItemDetail.vue", "vue", 376, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 390
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\action-items\ActionItemReview.vue", "vue", 249, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 256
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\admin\AccessDashboard.vue", "vue", 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 127
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\admin\DbManager.vue", "vue", 376, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23, 400
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\admin\EmailSender.vue", "vue", 1154, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 77, 1242
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\admin\HealthMonitor.vue", "vue", 2381, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 84, 2466
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\admin\HxpManage.vue", "vue", 754, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 32, 790
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\admin\HxpRecords.vue", "vue", 543, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 62, 606
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\admin\InboxEmails.vue", "vue", 1539, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 72, 1616
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\admin\Mashangban.vue", "vue", 1534, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 128, 1665
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\admin\NotificationManage.vue", "vue", 236, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18, 256
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\admin\YgglFill.vue", "vue", 147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 159
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\Approval.vue", "vue", 1510, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 107, 1629
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\AttendanceDiscipline.vue", "vue", 1174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 119, 1298
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\AttendanceExceptionRecords.vue", "vue", 335, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 362
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\AttendanceExceptions.vue", "vue", 824, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 73, 898
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\BusinessTrip.vue", "vue", 1850, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 157, 2019
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\BusinessTripDeptDetail.vue", "vue", 262, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 290
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\BusinessTripMap.vue", "vue", 803, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 47, 855
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\HolidayDutyCheck.vue", "vue", 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 86
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\HolidayExchange.vue", "vue", 735, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 58, 795
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\HolidaySettings.vue", "vue", 578, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 629
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\Leave.vue", "vue", 1017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 74, 1098
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\LeaveAllRecords.vue", "vue", 203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 217
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\ManualEntry.vue", "vue", 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 132
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\MyApplications.vue", "vue", 182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 193
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\Overtime.vue", "vue", 955, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 82, 1044
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\PendingTasks.vue", "vue", 406, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 440
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\PersonnelVisualization.vue", "vue", 1926, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 241, 2168
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\ShiftSchedule.vue", "vue", 3883, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 204, 4098
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\map3d\Assets.js", "JavaScript", 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 61
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\map3d\ChildMap.js", "JavaScript", 0, 357, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 36, 416
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\map3d\DiffuseShader.js", "JavaScript", 0, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 143
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\map3d\Reflector.js", "JavaScript", 0, 207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 74, 290
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\map3d\TextureFactory.js", "JavaScript", 0, 229, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 249
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\map3d\World.js", "JavaScript", 0, 721, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 102, 832
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\map3d\badgesData.js", "JavaScript", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 28
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\map3d\extrudeMap.js", "JavaScript", 0, 135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 5, 150
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\map3d\provincesData.js", "JavaScript", 0, 274, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 275
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\map3d\scatter.js", "JavaScript", 0, 138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 139
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\feedback\FeedbackCenter.vue", "vue", 2072, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 108, 2194
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\file\BidTemplateLibrary.vue", "vue", 813, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 904
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\file\FileNumbering.vue", "vue", 1534, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 103, 1640
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\file\PolicyQuery.vue", "vue", 899, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 67, 969
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\file\TechCategoryManage.vue", "vue", 231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 259
